match,sentence,ref,node,keep
wìrɛleˈ ,"wìrɛleˈ xə̀zyəlla,ˈ Zíne kəs-Mằmo.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 7",770552,
wìtɛlaˈ ,mára šetə-ṭə́ḷḷəθ wìtɛlaˈ Səttìye.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 25",768549,
wìðɛleˈ ,zarìngərˈ qímɛle wìðɛleˈ kut-mə́sta zàga də́ryəlleˈ ʾu-mùθyəlle.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 10",773268,
wírtɛla ,"ʾáyya ṣlìθɛlaˈ pθìxtəlle tắra,ˈ wírtɛla hátxa ʾína hóle xa-šazáda dmíxa kə́sla dìya!ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 51",742911,
wírtɛla ,"ʾáyya pθíltəlle xa-gàrra,ˈ wírtɛla gu-gə̀ppaˈ krìbta,ˈ krìbta.ˈ ","Barwar, Qaṭina Rescues His Nephew From Leliθa, Ln. 10",750142,
wírtɛla ,wírtɛla gu-yàma.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 38",751546,
wírtɛla ,ʾaṣə̀rtaˈ gu-gnɛ́θət yóma ʾáyya ríqtɛla wírtɛla gu-qàṣra.ˈ ,"Barwar, The King With Forty Sons, Ln. 61",762103,
wírɛle ,síqɛle sìqa-wˈ wírɛle gu-màθa.ˈ ,"Barwar, A Man Called Čuxo, Ln. 13",740528,
wírɛle ,"síqɛle xákma mən-d-ò-šəmra,ˈ wírɛle gu-naxírət xa-m-malàxe.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 60",743148,
wírɛle ,ʾaw-ʾə́θyɛleˈ wírɛle xə́zya ʾo-déwa xála ʾə́rbe dìye.ˈ ,"Barwar, I Am Worth the Same as a Blind Wolf, Ln. 2",748530,
wírɛle ,"wírɛle gu-xà-ʾotəx xétaˈ gòṛtaˈ hóla xákma kursăwàθaˈ m-ày-gotaˈ xákma m-ày-gota,ˈ ða-qănắpa muttɛ́θa tămàha.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 29",751268,
wírɛle ,wírɛle mə́re gu-šàbθɛla.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 59",752198,
wírɛle ,wírɛle tàmaˈ ʾu-də́bba zíltɛla tàma.ˈ ,"Barwar, The Bear and the Fox, Ln. 6",754199,
wírɛle ,"zíltɛle də̀bbaˈ ʾu-dráyəlla ʾíða díya ʾə́lle dìye,ˈ lɛ́la pšàṭa,ˈ sab-bóya zòrɛleˈ ʾu-téla wírɛle gàwe.ˈ ","Barwar, The Bear and the Fox, Ln. 6",754216,
wírɛle ,mṭéle gu-tắrət ʾó-bɛθa ṱ-íla-wirta gàweˈ wírɛle ṭálba dìya.ˈ ,"Barwar, The Girl and the Seven Brothers, Ln. 11",759393,
wírɛle ,"wírɛle zìlaˈ dmíxɛle kəs-báxtət ʿAbda-Raḥmā̀n-bēk,ˈ kəs-baxt-xàle.ˈ ","Barwar, The Man Who Wanted to Work, Ln. 26",764085,
wírɛle ,wírɛle xále díye t-ḥaqqùθa.ˈ ,"Barwar, The Man Who Wanted to Work, Ln. 28",764139,
wírɛle ,"wírɛle gu-ʾòtəxˈ ʾu-lá-mur qáyəθ b-o-ṱ-íle də̀pne,ˈ qáyəθ b-fằqih.ˈ ","Barwar, The Sale of an Ox, Ln. 34",766769,
wírɛle ,zílɛle wírɛle gu-d-ɛ̀-maθa.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 37",775621,
wírɛle ,mə́ṭyɛle kəs-màlkaˈ wírɛle mə́ṭyɛle gárre dìye.ˈ ,"Barwar, The Wise Snake, Ln. 19",780095,
wírɛle ,"mára qìmɛle,ˈ wírɛle gu-bɛ̀θa,ˈ bráte díye mə́ra há bàbi,ˈ dàx-wawa ʾúrxux?ˈ ","Barwar, The Wise Young Man, Ln. 6",780522,
wírɛle ,"ʾə́θyɛle l-bɛ̀θa,ˈ wírɛle gu-bɛ́θa xə̀zyəlle,ˈ ʾàmərˈ ʾáwwa tărɛ́xu pč̣ìlɛle.ˈ ","Barwar, The Wise Young Man, Ln. 20",780925,
wírɛle ,ʾína wírɛle gáwe díye ʾàryaˈ ʾu-plíṭɛle tèla.ˈ ,"Barwar, The Wise Young Man, Ln. 34",781337,
wírɛle ,ʾína wírɛle gáwe díye ʾàryaˈ ʾína plíṭɛle max-tàlaˈ m-gu-kàrma.ˈ ,"Barwar, The Wise Young Man, Ln. 35",781384,
wítɛla ,"wítɛla xáčča b-yóma xə̀mma,ˈ xá-bena ʾə́θyela xákma ṭɛ́re y-ámri simàrxa.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 68",752441,
wítɛla ,"wítɛla bar-ʾo-náša sáwa ṣə́lyɛle mtămòzəlla č̭ənnək̭ɛ́ra díya,ˈ ʾáp-ʾaw ṣə́lyɛle mhayóre ta-d-o-sàwa.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 77",752712,
wítɛla ,"wítɛla b-lɛ̀le,ˈ dána t-dmàxa,ˈ xílela mə̀ndi.ˈ ","Barwar, The Leliθa From č̭āl, Ln. 3",762509,
wítɛla ,"wítɛla dána t-dmàxa,ˈ xəmmə̀rθa,ˈ xəmmə́rθə šə̀nθaˈ šqìltəlla,ˈ muttɛ́θəlla rəš-ṣádrət xmáθa dìya.ˈ ","Barwar, The Leliθa From č̭āl, Ln. 3",762515,
wítɛla ,xa-béna wítɛla hádəx b-lɛ̀leˈ mə́xyɛle taq-taq-táq l-tằra.ˈ ,"Barwar, The Man Who Wanted to Work, Ln. 26",764071,
wítɛla ,"wítɛla b-lɛ̀le,ˈ maláxa mŭṛə́šle qa-ràbbən,ˈ mə́re qù!ˈ ","Barwar, The Monk and the Angel, Ln. 11",765131,
wítɛla ,"wítɛla dánət mabròye,ˈ tə́rwəθna mubrèlaˈ hàr ʾo-yóma.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 4",767953,
wítɛla ,"wítɛla dàna,ˈ mìṣela ʾə́rbe,ˈ páṛe mən-yəmmaθèy,ˈ mə́re paršə̀xla m-ġðáðe.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 26",768594,
wítɛla ,"wítɛla qèdamta,ˈ jə́nne ʾə̀θyela,ˈ šqìləlla Zíneˈ nùbləlla Jazíra Bóta.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 8",770585,
wítɛla ,"dmìxɛle,ˈ wítɛla b-lɛ̀leˈ xúwwe θèle.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 40",775750,
wítɛla ,"wítɛla qedámta sáʾət ʾárpa b-lɛ̀le,ˈ ṛìšɛleˈ màlkaˈ ʾína gu-čàčma.ˈ ","Barwar, The Wise Young Man, Ln. 27",781125,
wíyɛle ,wíyɛle yómət ṭḷàθaˈ ʾáwwa fṭìrɛleˈ ʾu-plìṭɛle.ˈ ,"Barwar, The Sale of an Ox, Ln. 24",766434,
wíyɛle ,záwna wíyɛle t-šlàmaˈ ʾáp-ati píšlux nášət šlàma.ˈ ,"Barwar, The Wise Snake, Ln. 26",780298,
wíðtɛla ,"bráte díye síqtɛla š-tùθaˈ héš xúya xùyɛle,ˈ wíðtɛla túke tùk.ˈ ","Barwar, The Crafty Hireling, Ln. 36",756103,
wíðtɛla ,zìlelaˈ ʾay-qímtɛla wíðtɛla kùbbe-wˈ ʾu-qlíθəlla gu-mə̀šxa.ˈ ,"Barwar, The Daughter of the King, Ln. 30",757496,
wíðtɛla ,"ʾay-ṣlìθɛla,ˈ wíðtɛla ʾo-gə̀llaˈ muθɛ́θəlle mbušàlta.ˈ","Barwar, The Girl and the Seven Brothers, Ln. 18",759569,
wíðtɛla ,simàrxaˈ wíðtɛla gána hàzər.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 13",773314,
wíðɛle ,"ʾə̀θyɛleˈ wíðɛle ʾa-dúkθa nišànqa,ˈ ʾa-dúkθa t-wéwa ʾo-dídwa wíra tàma.ˈ ","Barwar, Dəmdəma, Ln. 10",744285,
wíðɛle ,wíðɛle hàtxaˈ tqílɛle réše dìyeˈ wáy b-šɛ̀naˈ b-šɛ̀na.ˈ ,"Barwar, Gozali and Nozali, Ln. 41",746190,
wíðɛle ,qə̀ryɛle:ˈ ʾó Bə́lbəl — wíðɛle Hazàrˈ ʾu-píša kèpa.ˈ ,"Barwar, Gozali and Nozali, Ln. 59",746918,
wíðɛle ,"màraˈ ʾo-bɛ́θa zòra,ˈ zíla ʾàp-ʾaw,ˈ wíðɛle qázd d-ò-bɛθa,ˈ mə̀xyɛle l-tắra.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 75",752623,
wíðɛle ,wíðɛle mqàwăla mə́nne díye.ˈ ,"Barwar, The King With Forty Sons, Ln. 44",761461,
wíðɛle ,ʾɛ́-ga ʾó-mara d-o-sadánə Mə́ṣr qímɛle wíðɛle ṭḷa-gére mən-d-ó sadánə Mə̀ṣr.ˈ ,"Barwar, The King With Forty Sons, Ln. 45",761533,
wíðɛle ,"ʾu-ṛíšɛle Wɛ̀rda,ˈ wíðɛle gáne ʾax-nə̀šra.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 56",776428,
xa-badə̀kkɛle.ˈ ,ʾaw-xášu xa-badə̀kkɛle.ˈ ,"Barwar, The Wise Daughter of the King, Ln. 11",779388,N
xa-gòtɛleˈ ,"ʾu-ʾàryaˈ xa-gòtɛleˈ ʾu-nə́mra xa-gòta,ˈ ʾánna ḥurrā̀s-ila.ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 9",773241,N
xa-gòṛɛleˈ ,"w-ap-ʾàwˈ xa-brónət màlkɛle,ˈ xa-gòṛɛleˈ ʾu-šapìrɛle.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 72",772445,N
xa-kàrmɛleˈ ,xa-kàrmɛleˈ rába gòṛa.ˈ ,"Barwar, The King With Forty Sons, Ln. 9",760222,N
xa-mxàyɛle ,xa-mxàyɛle l-o-xéna.ˈ ,"Barwar, The Sale of an Ox, Ln. 35",766789,N
xa-mxàyɛle ,xa-mxàyɛle l-o-xéna.ˈ ,"Barwar, The Sale of an Ox, Ln. 35",766791,N
xa-qarqúpθɛla ,xa-qarqúpθɛla pyáša qa-rèšux.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 60",769522,N
xa-šaqòlɛleˈ ,xa-šaqòlɛleˈ mkùlčɛleˈ ʾu-xa-xènaˈ ða-ʾàṭmaˈ hóla sàxi.ˈ ,"Barwar, The Crafty Hireling, Ln. 30",755958,N
xadə̀mθɛla ,mə́ra ʾáy xadə̀mθɛla dríθəlli láxxa.ˈ ,"Barwar, The Girl and the Seven Brothers, Ln. 30",759863,N
xarɛ̀θɛla.ˈ ,"sab-ʾáy xšáwɛwa ʾáp-ay pɛ́šawa kèpa,ˈ ʾáyya xarɛ̀θɛla.ˈ ","Barwar, Gozali and Nozali, Ln. 71",747391,N
xaθwàθɛla ,xaθwàθɛla dìˈ mádmɛ l-ġðàðe.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 32",771206,N
"xaθwàθɛla,ˈ ","ʾan-ʾárbi baxtáθa kúlla xaθwàθɛla,ˈ dárqūl d-a-məndìla.ˈ ","Barwar, The King With Forty Sons, Ln. 55",761889,N
xlìqɛle ,ʾáw wìrɛleˈ ʾu-ʾáw xlìqɛle tắra.ˈ ,"Barwar, Man Is Treacherous, Ln. 7",749144,
xlùlɛle ,"rqàðɛla,ˈ ʾu-píšla ṱ-ámrət xlùlɛle táma.ˈ ","Barwar, Nanno and Jəndo, Ln. 7",749556,N
"xnìqɛle,ˈ ","mə́re xazítu bróni bálki xnìqɛle,ˈ bálki lášše díye pálṭa gu-yàma.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 92",753136,
"xoš-yàlɛle,ˈ ","mə́ra b-álaha ʾáwwa xoš-yàlɛle,ˈ mabyòne,ˈ nablə́xla t-yàxla ʾə́lle díye.ˈ ","Barwar, The Daughter of the King, Ln. 5",756764,N
xoš-šùlɛla!ˈ ,ʾo-mə́re b-álaha xoš-šùlɛla!ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 63",752317,N
xoš-ṣanìtɛla!ˈ ,mə́ra ʾáyya xoš-ṣanìtɛla!ˈ ,"Barwar, The Cat and the Mice, Ln. 3",754949,N
xpírɛle ,ʾaw-ʾə́θyɛle xpírɛle mpúlṭəlla dáwət tèlaˈ ʾu-nùbləllaˈ l-bɛ̀θa.ˈ ,"Barwar, Nanno and Jəndo, Ln. 14",749735,
xrìwɛle ,"ʾax-ṱ-íla plíṭṭa Səttìye,ˈ xzìθəlleˈ xrìwɛle lə́bba díya.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 30",771152,
xwàrɛle.ˈ ,ʾu-ʾó-t gu-be-ʾɛ́ne xwàrɛle.ˈ ,"Barwar, Gozali and Nozali, Ln. 67",747244,N
xza-míθɛle ,mxa-ʾáqləx ʾə́lle díye xza-míθɛle ʾə̀lla.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 40",774000,N
"xzi-brònɛle,ˈ ","xzi-brònɛle,ˈ máṣe ṱ-ámərre qa-mò ʾóðət ʾatxa-šùla?ˈ ","Barwar, Gozali and Nozali, Ln. 17",745298,N
xzáyɛle ,"xa-béna ʾo-xzàyɛle,ˈ ʾína xzáyɛle xa-nàša,ˈ xáʾa lwíša kòma,ˈ súse kòma,ˈ rúmxe múttəlla bēn-nā́θ sùstaˈ ʾap-áy kùmta.ˈ ","Barwar, The King With Forty Sons, Ln. 5",760049,N
xzíθɛla ,"zìltɛla-wˈ zílta-w zílta ṭríθa qùwyaˈ ʾu-hál d-a-dánə ṱ-ila-mṭìθa,ˈ xzíθɛla ṭúra m-rə̀ḥqa.ˈ ","Barwar, Gozali and Nozali, Ln. 70",747348,
xzíθɛla ,"də́bba zìltɛla,ˈ zílta zìlta,ˈ xzíθɛla xa-ʾə̀rba-wˈ ʾu-muθɛ̀θəllɛla.ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 9",773231,
"xàltɛla,ˈ ","rqàðtɛla,ˈ zmàrtɛla,ˈ xàltɛla,ˈ štɛ̀θɛla,ˈ ʾu-síqle téla makròze.ˈ ","Barwar, The Fox and the Miller, Ln. 24",758605,N
"xàmθɛla,ˈ ","ʾu-náše kəmá-ṱ-ila šmìyeˈ b-o-zàwnaˈ Bə́lbəl Hazár rába xàmθɛla,ˈ màlke-uˈ zangìne-uˈ náše dawlatmàndeˈ kúlla mjúrbela t-mɛθɛ́la Bə́lbəl Hazár ṭla-bronèy,ˈ ṭlá xa-bróna šàṭər,ˈ šazàda,ˈ jwànqa,ˈ d-ò-zawna.ˈ ","Barwar, Gozali and Nozali, Ln. 22",745441,N
xàmθɛlaˈ ,"ʾu-Bə́lbəl Hazár yăðátla ma-báxta xàmθɛlaˈ ʾu-ʾɛ́kɛla ṣíθa gu-xà-ṭura,ˈ gu-xà-gəppa.ˈ ","Barwar, Gozali and Nozali, Ln. 65",747161,N
xènɛle.ˈ ,"ʾáp-ʾaw bəṛ-nàšɛle,ˈ bás xa-tắhər xènɛle.ˈ ","Barwar, The Giant’s Cave, Ln. 3",758976,N
xètɛle.ˈ ,gáwṛa díya mqulə́bzəlle də́ryəlle gawàyaˈ ʾáw píša b-áy-gota xètɛle.ˈ ,"Barwar, The Crafty Hireling, Ln. 53",756514,N
xìlɛle.ˈ ,də̀ryɛleˈ xìlɛle.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 29",751267,
xìlɛle.ˈ ,də́ryɛle mɛxólta xìlɛle.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 60",752225,
xìlɛle.ˈ ,ʾu-híwəlle mɛxólta xìlɛle.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 76",752679,
xìlɛle.ˈ ,θéle gáwṛa díya-žigən xìlɛle.ˈ ,"Barwar, The Daughter of the King, Ln. 31",757515,
xìlɛle.ˈ ,də́ryən-əlle làqṭaˈ xìlɛle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 34",775532,
xìlɛle.ˈ ,ṭɛ́ra xìlɛle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 35",775563,
"xìrɛle,ˈ ","xìrɛle,ˈ mə́re b-xšáwən har-ʾánna bzàreˈ qɛ́mən torə̀nnɛy,ˈ nablə̀nna ʾə́lle-diye.ˈ ","Barwar, The Crafty Hireling, Ln. 22",755713,
xìrɛle.ˈ ,xìrɛle.ˈ ,"Barwar, Nanno and Jəndo, Ln. 5",749482,
xìrɛle.ˈ ,xìrɛle.ˈ ,"Barwar, Nanno and Jəndo, Ln. 20",749911,
xìrɛleˈ ,xìrɛleˈ liθ-čù-məndi plíṭa m-gu-gə́ppa.ˈ ,"Barwar, Gozali and Nozali, Ln. 57",746844,
xìrɛleˈ ,xìrɛleˈ ʾaqláθe díye píše kèpaˈ hál naftánge dìyeˈ ʾu-ʾáp ʾiθáθe dìye.ˈ ,"Barwar, Gozali and Nozali, Ln. 58",746882,
xìrɛleˈ ,"ʾu-Jə́ndo xá-bena xìrɛleˈ ʾína ʾáni kúlla wìre,ˈ šmáʾəlle qalèy.ˈ ","Barwar, Nanno and Jəndo, Ln. 20",749936,
xìšɛle ,"hadìya,ˈ xìšɛle mə́dre.ˈ ","Barwar, The Wise Snake, Ln. 14",779897,
xìšɛle.ˈ ,xìšɛle.ˈ ,"Barwar, The Wise Snake, Ln. 9",779769,
xípɛle ,ʾína xípɛle ʾu-munìxɛle.ˈ ,"Barwar, Baby Leliθa, Ln. 32",744017,
xírtɛla ,"zínta góte dìye,ˈ xírtɛla hóle gə́ppa ramàna!ˈ ","Barwar, Gozali and Nozali, Ln. 71",747399,
xírtɛla ,xírtɛla b-áqlət sùsa.ˈ ,"Barwar, Gozali and Nozali, Ln. 74",747498,
xírɛle ,"xírɛle b-áqlət súse dìye,ˈ ʾína hál bərkákət súsa píše kèpa.ˈ ","Barwar, Gozali and Nozali, Ln. 58",746848,
xíšɛle ,"mə́xyɛle b-o-ṭùra,ˈ xíšɛle mə́re xázəx ʾɛ̀ka ṱ-ázən,ˈ ʾɛ̀ka pálṭən.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 74",752592,
xíšɛle ,xíšɛle l-bɛ̀θaˈ lɛ́le-hiwa ʾàtxa.ˈ ,"Barwar, The Wise Snake, Ln. 9",779770,
xðàyɛle ,xðàyɛle málka.ˈ ,"Barwar, The Fox and the Miller, Ln. 18",758435,N
xðárɛle ,θáyɛle xðárɛle č̭ənnək̭ɛ́rə d-an-nàše.ˈ ,"Barwar, The King With Forty Sons, Ln. 5",760063,N
xðìrtɛlaˈ ,Səttíye xðìrtɛlaˈ ʾína xzìθəlleˈ mə́re ʾə́lla dìyaˈ mə̀reˈ mò ʾóðən ʾána?ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 37",768894,
xðíθɛla ,qímela-w mírtəlla bràta-wˈ xðíθɛla ràba-wˈ max-d-an-gúmle t-wéwa núbla mə́nne díye max-d-áni xéne híwle bába ṭlála dìya.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 27",742209,
xòrtɛla.ˈ ,Béžəm plìṭleˈ qəm-šaqə́lle ʾo-qaṭíye dìyeˈ ʾaw-qaṭíya xòrtɛla.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 56",778900,N
xòš-šulɛle ,"mə́re hè,ˈ ʾáwwa xòš-šulɛle xáli.ˈ ","Barwar, The Man Who Wanted to Work, Ln. 12",763718,N
"xùyɛle,ˈ ","bráte díye síqtɛla š-tùθaˈ héš xúya xùyɛle,ˈ wíðtɛla túke tùk.ˈ ","Barwar, The Crafty Hireling, Ln. 36",756102,N
"xùyɛle,ˈ ","xùyɛle,ˈ púrya lìθ,ˈ bə́rqa lìθən.ˈ ","Barwar, The Man Who Wanted to Work, Ln. 29",764174,N
xùyɛle.ˈ ,xùyɛle.ˈ ,"Barwar, The Sale of an Ox, Ln. 34",766784,N
xùyɛle.ˈ ,xùyɛle.ˈ ,"Barwar, The Sale of an Ox, Ln. 35",766788,N
xăràmɛle.ˈ ,mə́re ʾo-ṱ-íle wíra ʾáw xăràmɛle.ˈ ,"Barwar, The Man Who Wanted to Work, Ln. 27",764115,N
xšìwɛleˈ ,ʾáwwa xšìwɛleˈ Mir-Zándin bahs-báxte dìyele.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 61",772120,
xətnɛle ,ma-yəmmux ʾazla klileˈ ,,,N
ma-xaθux patla pθileˈ ,,,,N
"Qaṭina xətnɛle t-la-mbarxileˈ""","Barwar, The Sisisambər Plant, Ln. 15",767729,,N
"xə̀lmɛle,ˈ ","xə̀lmɛle,ˈ xə̀zwɛle,ˈ là.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 12",770682,N
xə̀rsɛle.ˈ ,"qaṭlìlɛniˈ t-maxɛ́le b-brónət màlka,ˈ ṭə́pya xə̀rsɛle.ˈ ","Barwar, The Fox and the Miller, Ln. 21",758510,N
"xə̀zwɛle,ˈ ","xə̀lmɛle,ˈ xə̀zwɛle,ˈ là.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 12",770683,N
xə̀zyɛle ,xə̀zyɛle brāt-málka.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 39",775709,
xə̀zyɛleˈ ,zílɛle xə̀zyɛleˈ xa-šăvàna.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 6",774638,
xə̀zyɛleˈ ,ʾə́θyɛle gu-ṭùraˈ xə̀zyɛleˈ plíšela m-ġðàðe.ˈ ,"Barwar, The Tale of Rustam (1), Ln. 1",776523,
xə̀ðyɛle.ˈ ,mxíθəlle ʾɛ̀naˈ málla xə̀ðyɛle.ˈ ,"Barwar, The Sale of an Ox, Ln. 13",766144,
xə́zyɛle ,"npílɛle báθra báθra tèla,ˈ zílɛle, zílɛle, zìlɛle,ˈ xə́zyɛle téla dmíxa xo-ða-ʾilàna.ˈ ","Barwar, Nanno and Jəndo, Ln. 13",749722,
xə́zyɛle ,"ʾu-de-b-lɛ̀lela,ˈ zílɛle zílɛle xə́zyɛle xa-lawùrtaˈ ʾu-də̀ryəlle gáwa díya.ˈ ","Barwar, The Sale of an Ox, Ln. 38",766893,
xə́zyɛle ,xárθa ʾə́θyɛle xə́zyɛle ʾína l-ay-gōt-hòdəx t-šaqíθaˈ ʾíθwa ða-pə̀qqe.ˈ ,"Barwar, The Scorpion and the Snake, Ln. 1",767134,
xə́zyɛle ,"mə́re ʾo-gáya qằmɛθa θélux l-kə́sli,ˈ mə́ri ṭlàluxˈ málka xə́zyɛle b-xə́lme dúnye ráya tèle.ˈ ","Barwar, The Wise Snake, Ln. 22",780181,
xɛlànɛle.ˈ ,lɛ̀wa yómət šábθaˈ ʾína ṣláya xɛlànɛle.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 58",752154,N
xɛlànɛle.ˈ ,ʾárya xɛlànɛle.ˈ ,"Barwar, The Fox and the Lion, Ln. 2",757961,N
xɛlànɛle.ˈ ,súse díye xɛlànɛle.ˈ ,"Barwar, The King With Forty Sons, Ln. 68",762340,N
xɛlànɛle.ˈ ,"mṭošéle qam-tàlga,ˈ yáʿni tálga xɛlànɛle.ˈ ","Barwar, The Tale of Rustam (1), Ln. 3",776585,N
xṭìθɛla.ˈ ,xṭìθɛla.ˈ ,"Barwar, Gozali and Nozali, Ln. 10",745025,N
yaqùrtɛla.ˈ ,"he-kálba brət-kàlba,ˈ hon-mára yaqùrtɛla.ˈ ","Barwar, The Crafty Hireling, Ln. 45",756339,N
yaqúrtɛla.ˈ ,ṭắyənla xáṣe dìyeˈ mə́re ràba yaqúrtɛla.ˈ ,"Barwar, The Crafty Hireling, Ln. 44",756314,N
yatùmɛle.ˈ ,mára ʾo-yála yatùmɛle.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 8",750594,N
yíwɛle ,qə̀ryɛleˈ yíwɛle jăwába ṭla-yàla.ˈ ,"Barwar, The Daughter of the King, Ln. 33",757570,
yíwɛle ,"mára qìmɛle,ˈ yíwɛle xábra ʾə́lle dìye.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 45",775945,
zamàrtɛla.ˈ ,"ʾámər ʾíθən táma ðàʾa,ˈ rába zamàrtɛla.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 53",769346,N
zamàrtɛla.ˈ ,ʾáy zamàrtɛla.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 63",769575,N
zamàrtɛla.ˈ ,"mə́re xa-bráta hóla tàma,ˈ ʾána mə́ri ʾə̀llux,ˈ bráta zamàrtɛla.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 68",769733,N
zamàrɛleˈ ,ʾáwwa-ži zamàrɛleˈ b-dudə̀kθa.ˈ ,"Barwar, Dəmdəma, Ln. 4",744118,N
zawn-šlàmɛle.ˈ ,dìyaˈ t-xzéle málka dúnye ráya pàṛeˈ zawn-šlàmɛle.ˈ ,"Barwar, The Wise Snake, Ln. 26",780290,N
zdìlɛle.ˈ ,ʾáwwa zdìlɛle.ˈ ,"Barwar, The Daughter of the King, Ln. 33",757579,
zdìyɛle ,"ʾɛ-dánə ṱ-íle wíðəlle ʾáwwa šùla,ˈ ʾo-góṛa d-à-maθa,ˈ d-à-mðita,ˈ ʾAprəsyàw,ˈ ṱ-amrə́xle ràyyəs,ˈ mguzgáztɛla lášše dìye,ˈ zdìyɛle rába.ˈ ","Barwar, The Tale of Rustam (2), Ln. 48",778718,
"zmàrtɛla,ˈ ","rqàðtɛla,ˈ zmàrtɛla,ˈ xàltɛla,ˈ štɛ̀θɛla,ˈ ʾu-síqle téla makròze.ˈ ","Barwar, The Fox and the Miller, Ln. 24",758604,N
zmàrtɛla.ˈ ,"músqela dáwla-w zòrnaˈ ʾu-rqàðtɛla,ˈ zmàrtɛla.ˈ ","Barwar, The Fox and the Miller, Ln. 13",758322,N
zmàrɛle ,ʾay-wàðtɛlaˈ năra-nắra dìyaˈ ʾu-ʾáw zmàrɛle bíya.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 14",773364,N
zmárɛla ,ʾɛ́-ga zmárɛla b-tábut dìye.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 83",772792,N
zmìrtɛla ,zmìrtɛla qáṭu xá-ga xétaˈ ʾu-qíme rqàðɛla.ˈ ,"Barwar, Nanno and Jəndo, Ln. 9",749590,
zmírɛle ,"qímɛle plìṭɛle,ˈ zmírɛle xa-bàndaˈ b-tàlga.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 42",769043,
zràyɛle.ˈ ,ʾo-xéna zràyɛle.ˈ ,"Barwar, The Scorpion and the Snake, Ln. 1",767131,N
zrìyɛle ,zrìyɛle táma.ˈ ,"Barwar, The Crafty Hireling, Ln. 20",755667,
"zrìyɛle,ˈ ","zrìyɛle,ˈ ʾáyya qṭilàle.ˈ ","Barwar, The Crafty Hireling, Ln. 20",755669,
zríqɛle ,"xa-béna ʾáw ʾímə-ṱ-íle ṣə̀lya,ˈ mə́ṭya gu-réšət ṭùra,ˈ zríqɛle yóma ʾə́lle dìyeˈ mə́re škíra šə̀mmux,ˈ márya ʾàlaha,ˈ ʾɛ́ni qəm-mɛθéli láxxa bíye bə-b-sùsiˈ ","Barwar, The Tale of Mămo and Zine, Ln. 22",770950,
zvírtɛla ,"zvírtɛla č̭ənnək̭ɛ́re díye ʾu-bxìθa,ˈ zvírta-w bxìθa,ˈ zvírta bxìθa.ˈ ","Barwar, Gozali and Nozali, Ln. 71",747364,
